defender	디펜더 (Red label)	디펜더 (Red label)	Williams 
defendg	디펜더 (Green label)	디펜더 (Green label)	Williams 
defendw	디펜더 (White label)	디펜더 (White label)	Williams 
demoderb	데몰리션 더비	데몰리션 더비	Bally Midway 
demoderm	데몰리션 더비 (2-Player Mono Board 버전)	데몰리션 더비 (2-Player Mono Board 버전)	Bally Midway 
demon	데몬	데몬	Rock-ola 
demonwl1	데몬스 월드 / 호러 스토리 (Taito 라이센스)	데몬스 월드 / 호러 스토리 (Taito 라이센스)	Toaplan (Taito 라이센스) 
demonwld	데몬스 월드 / 호러 스토리	데몬스 월드 / 호러 스토리	Toaplan 
depthch	디프 차지	디프 차지	Gremlin 
desertgu	데저트 건	데저트 건	Midway 
desertwr	데저트 워	데저트 워	Jaleco 
desterth	데스티네이션 어스 / 루나 구츨	데스티네이션 어스 / 루나 구츨	해적판 
destroyr	디스트로이어	디스트로이어	Atari 
detatwin	나왔다!! 트윈 비 (일본판)	나왔다!! 트윈 비 (일본판)	Konami 
devilfsg	데빌 피쉬 (갤럭시안 하드웨어, 해적판?)	데빌 피쉬 (갤럭시안 하드웨어, 해적판?)	Vision/Artic 
devilfsh	데빌 피쉬	데빌 피쉬	Artic 
devilw	데빌 월드	데빌 월드	Konami 
devstor2	데바스테이터즈 / 아류화 (버전 X)	데바스테이터즈 / 아류화 (버전 X)	Konami 
devstor3	데바스테이터즈 / 아류화 (버전 V)	데바스테이터즈 / 아류화 (버전 V)	Konami 
devstors	데바스테이터즈 / 아류화 (버전 Z)	데바스테이터즈 / 아류화 (버전 Z)	Konami 
devzone	데빌 존	데빌 존	Universal 
dfeveron	탄총 피버론 (일본판)	탄총 피버론 (일본판)	Cave (Nihon System 라이센스) 
dharma	다루마 도장	다루마 도장	Metro 
diamond	다이아몬드 런	다이아몬드 런	KH Video 
diehard	다이하드 아케이드 (미국판)	다이하드 아케이드 (미국판)	Sega 
digdug	디그 더그 (세트 1)	디그 더그 (세트 1)	Namco 
digdug2	디그 더그 II (신버전)	디그 더그 II (신버전)	Namco 
digdug2o	디그 더그 II (구버전)	디그 더그 II (구버전)	Namco 
digdugat	디그 더그 (아타리)	디그 더그 (아타리)	[Namco] (Atari 라이센스) 
digdugb	디그 더그 (세트 2)	디그 더그 (세트 2)	Namco 
digger	디거	디거	Sega 
diggerma	디거맨	디거맨	Unknown 
dimahoo	다이마후 (미국판 000121)	다이마후 (미국판 000121)	Eighting/Raizing 
dingo	딩고	딩고	Ashby Computers and Graphics LTD. (Jaleco 라이센스) 
dino	캐딜락과 공룡 (해외판)	캐딜락과 공룡 (해외판)	Capcom 
dinoh	캐딜락과 공룡 (해킹판)	캐딜락과 공룡 (해킹판)	Capcom 
dinoj	캐딜락스 - 공룡 신세기 (일본판)	캐딜락스 - 공룡 신세기 (일본판)	Capcom 
dinorex	다이노 렉스 (해외판)	다이노 렉스 (해외판)	Taito Corporation Japan 
dinorexj	다이노 렉스 (일본판)	다이노 렉스 (일본판)	Taito Corporation 
dinorexu	다이노 렉스 (미국판)	다이노 렉스 (미국판)	Taito America Corporation 
dinou	캐딜락과 공룡 (미국판 930201)	캐딜락과 공룡 (미국판 930201)	Capcom 
dirtfoxj	더트 폭스 (일본판)	더트 폭스 (일본판)	Namco 
disco	디스코 넘버 원	디스코 넘버 원	Data East 
discof	디스코 넘버 원 (Rev.F)	디스코 넘버 원 (Rev.F)	Data East 
diverboy	다이버 보이	다이버 보이	Electronic Devices 
dkgenm72	대목수 겐씨 (일본판, M72)	대목수 겐씨 (일본판, M72)	Irem 
dkgensan	대목수 겐씨 (일본판)	대목수 겐씨 (일본판)	Irem 
dkngjnrb	동키콩 쥬니어 (해적판?)	동키콩 쥬니어 (해적판?)	Nintendo of America 
dkngjnrj	동키콩 쥬니어 (일본판?)	동키콩 쥬니어 (일본판?)	Nintendo 
dkong	동키콩 (미국판)	동키콩 (미국판)	Nintendo of America 
dkong3	동키콩 3 (미국판)	동키콩 3 (미국판)	Nintendo of America 
dkong3j	동키콩 3 (일본판)	동키콩 3 (일본판)	Nintendo 
dkongjo	동키콩 (일본판, 세트 2)	동키콩 (일본판, 세트 2)	Nintendo 
dkongjo1	동키콩 (일본판, 세트 3) (덤프 불량?)	동키콩 (일본판, 세트 3) (덤프 불량?)	Nintendo 
dkongjp	동키콩 (일본판, 세트 1)	동키콩 (일본판, 세트 1)	Nintendo 
dkongjr	동키콩 쥬니어 (미국판)	동키콩 쥬니어 (미국판)	Nintendo of America 
dkongjrb	동키콩 쥬니어 (해적판)	동키콩 쥬니어 (해적판)	해적판 
dkongjrj	동키콩 쥬니어 (일본판)	동키콩 쥬니어 (일본판)	Nintendo 
dkongjrm	동키콩 쥬니어 (문 크레스터 하드웨어)	동키콩 쥬니어 (문 크레스터 하드웨어)	Nintendo 
dkongo	동키콩 (미국판, 세트 2)	동키콩 (미국판, 세트 2)	Nintendo 
dleague	다이너마이트 리그 (일본판)	다이너마이트 리그 (일본판)	Taito Corporation 
dnmtdeka	다이너마이트 형사 (일본판)	다이너마이트 형사 (일본판)	Sega 
docastl2	미스터 도의 캐슬 / 미스터 도 대 유니콘 (세트 2)	미스터 도의 캐슬 / 미스터 도 대 유니콘 (세트 2)	Universal 
docastle	미스터 도의 캐슬 / 미스터 도 대 유니콘 (세트 1)	미스터 도의 캐슬 / 미스터 도 대 유니콘 (세트 1)	Universal 
docastlo	미스터 도의 캐슬 / 미스터 도 대 유니콘 (구버전)	미스터 도의 캐슬 / 미스터 도 대 유니콘 (구버전)	Universal 
dogfgt	도그-파이트	도그-파이트	Technos 
dogfight	도그 파이트 (Thunderbolt)	도그 파이트 (Thunderbolt)	[Orca] Thunderbolt 
dogosoke	노호승권(Dogou Souken)	노호승권(Dogou Souken)	SNK 
dogpatch	도그 패치	도그 패치	Midway 
dogyuun	도균	도균	Toaplan 
dokaben	도까벤 / 왕도시락 (일본판)	도까벤 / 왕도시락 (일본판)	Capcom 
dokyusei	마작 동급생	마작 동급생	Make Software/Elf/Media Trading 
dokyusp	마작 동급생 스페셜	마작 동급생 스페셜	Make Software/Elf/Media Trading 
domino	도미노 맨	도미노 맨	Bally Midway 
dominos	도미노스	도미노스	Atari 
dommy	도미	도미	Technos 
dondokdj	돈 도코 돈 (일본판)	돈 도코 돈 (일본판)	Taito Corporation 
dondokdu	돈 도코 돈 (미국판)	돈 도코 돈 (미국판)	Taito America Corporation 
dondokod	돈 도코 돈 (해외판)	돈 도코 돈 (해외판)	Taito Corporation Japan 
donpachi	돈파치 / 수령봉 (미국판)	돈파치 / 수령봉 (미국판)	Atlus/Cave 
donpachj	돈파치 / 수령봉 (일본판)	돈파치 / 수령봉 (일본판)	Atlus/Cave
donpachk	돈파치 / 수령봉 (한국판)	돈파치 / 수령봉 (한국판)	Atlus/Cave 
dorunru2	도! 런 런 / 수퍼 삐에로 (세트 2)	도! 런 런 / 수퍼 삐에로 (세트 2)	Universal 
dorunruc	도! 런 런 / 수퍼 삐에로 (Do's Castle 하드웨어)	도! 런 런 / 수퍼 삐에로 (Do's Castle 하드웨어)	Universal 
dorunrun	도! 런 런 / 수퍼 삐에로 (세트 1)	도! 런 런 / 수퍼 삐에로 (세트 1)	Universal 
dotriku2	도토리 군 (구버전)	도토리 군 (구버전)	Sega 
dotrikun	도토리 군 (신버전)	도토리 군 (신버전)	Sega 
dotron	디스크 오브 트론 (업라이트)	디스크 오브 트론 (업라이트)	Bally Midway 
dotrona	디스크 오브 트론 (변형 업라이트)	디스크 오브 트론 (변형 업라이트)	Bally Midway 
dotrone	디스크 오브 트론 (Environmental)	디스크 오브 트론 (Environmental)	Bally Midway 
doubledr	더블 드래곤 (네오지오)	더블 드래곤 (네오지오)	Technos 
douni	미스터 도 Vs 유니콘즈	미스터 도 Vs 유니콘즈	Universal 
dowild	미스터 도의 와일드 라이드	미스터 도의 와일드 라이드	Universal 
downtown	다운타운	다운타운	Seta 
dplay	더블 플레이	더블 플레이	Midway 
dragnblz	드래곤 블레이즈	드래곤 블레이즈	Seta 
dragrace	드래그 레이스	드래그 레이스	Atari 
dragoonj	드래군 마이트 (JAA 버전)	드래군 마이트 (JAA 버전)	Konami
dragwld2	드래곤 월드2 (100C, 중국판)	드래곤 월드2 (100C, 중국판)	Atari 
dremshpr	드림 샤퍼	드림 샤퍼	Sanritsu 
drgnbstr	드래곤 버스터	드래곤 버스터	Namco 
drgninja	드래곤 닌자 (일본판)	드래곤 닌자 (일본판)	Data East Corporation 
drgnunit	드래곤 유닛 / 캐슬 오브 드래곤	드래곤 유닛 / 캐슬 오브 드래곤	Seta 
drgpunch	드래곤 펀치 (일본판)	드래곤 펀치 (일본판)	Log+Dynax 
dribling	드리블링	드리블링	Model Racing 
driblino	드리블링 (올림피아)	드리블링 (올림피아)	Model Racing (Olympia 라이센스) 
drifto94	드리프트 아웃 '94 - 힘든 명령 (일본판)	드리프트 아웃 '94 - 힘든 명령 (일본판)	Visco 
driftout	드리프트 아웃 (일본판)	드리프트 아웃 (일본판)	Visco 
drius2do	다리우스 II (듀얼스크린) (일본판 구버전)	다리우스 II (듀얼스크린) (일본판 구버전)	Taito Corporation 
driveout	드라이브 아웃	드라이브 아웃	해적판 
drmario	Vs. 닥터 마리오	Vs. 닥터 마리오	Nintendo 
drmicro	닥터 마이크로	닥터 마이크로	Sanritsu 
drtoppel	토펠박사의 탐험대 (일본판)	토펠박사의 탐험대 (일본판)	Taito Corporation 
dsaber	드래곤 세이버	드래곤 세이버	Namco 
dsaberj	드래곤 세이버 (일본판)	드래곤 세이버 (일본판)	Namco 
dsccr94j	드림 사커 '94 (일본판)	드림 사커 '94 (일본판)	Irem 
dsoccr94	드림 사커 '94	드림 사커 '94	Irem (Data East Corporation 라이센스) 
dspirit	드래곤 스피릿트 (신버전)	드래곤 스피릿트 (신버전)	Namco 
dspirito	드래곤 스피릿트 (구버전)	드래곤 스피릿트 (구버전)	Namco 
dstlk	다크 스토커즈: 더 나이트 워리어즈 (유럽판 940705)	다크 스토커즈: 더 나이트 워리어즈 (유럽판 940705)	Capcom 
dstlka	다크 스토커즈: 더 나이트 워리어즈 (아시아판 940705)	다크 스토커즈: 더 나이트 워리어즈 (아시아판 940705)	Capcom 
dstlku	다크 스토커즈: 더 나이트 워리어즈 (미국판 940818)	다크 스토커즈: 더 나이트 워리어즈 (미국판 940818)	Capcom 
dstlkur1	다크 스토커즈: 더 나이트 워리어즈 (미국판 940705)	다크 스토커즈: 더 나이트 워리어즈 (미국판 940705)	Capcom 
duckhunt	Vs. 덕 헌트 / 오리 사냥	Vs. 덕 헌트 / 오리 사냥	Nintendo 
dumpmtmt	덤프 마츠모토 (일본판)	덤프 마츠모토 (일본판)	Sega 
dungenmu	던전 매직 (미국판)	던전 매직 (미국판)	Taito America Corporation 
dungeonm	던전 매직 (해외판)	던전 매직 (해외판)	Taito Corporation Japan 
dw	삼국지 / 천지를 먹다 (해외판)	삼국지 / 천지를 먹다 (해외판)	Capcom 
dwj	삼국지 / 천지를 먹다 (일본판)	삼국지 / 천지를 먹다 (일본판)	Capcom 
dyger	다이거 (세트 1)	다이거 (세트 1)	Philko 
dygera	다이거 (세트 2)	다이거 (세트 2)	Philko 
dynamski	다이나믹 스키	다이나믹 스키	Taiyo 
dynduke	다이너마이트 듀크	다이너마이트 듀크	Seibu Kaihatsu (Fabtek 라이센스) 
dzigzag	지그 재그 (디그 더그 하드웨어)	지그 재그 (디그 더그 하드웨어)	해적판 
eagle	이글 (세트 1)	이글 (세트 1)	Centuri 
eagle2	이글 (세트 2)	이글 (세트 2)	Centuri 
earthinv	수퍼 어스 인베이션	수퍼 어스 인베이션	해적판 
earthjkr	유엔 디펜스 포스: 어스 조커 (일본판)	유엔 디펜스 포스: 어스 조커 (일본판)	Visco 
ebases	엑스트라 베이시스	엑스트라 베이시스	Midway 
ecofghtr	에코 파이터 (해외판 931203)	에코 파이터 (해외판 931203)	Capcom 
edf	어스 디펜스 포스	어스 디펜스 포스	Jaleco 
edrandy	클리프 행어 - 에드워드 랜디 (해외판 버전2)	클리프 행어 - 에드워드 랜디 (해외판 버전2)	Data East 
edrandy1	클리프 행어 - 에드워드 랜디 (해외판 버전1)	클리프 행어 - 에드워드 랜디 (해외판 버전1)	Data East 
edrandyj	클리프 행어 - 에드워드 랜디 (일본판)	클리프 행어 - 에드워드 랜디 (일본판)	Data East 
eggor	에거	에거	Telko
eggs	에그 / 달걀 볶음	에그 / 달걀 볶음	[Technos] Universal USA 
eggventr	에그 벤처	에그 벤처	The Game Room
eggvntdx	에그 벤처 딜럭스	에그 벤처 딜럭스	The Game Room
eightfrc	에이트 포스	에이트 포스	Tecmo 
eightman	에이트(8) 맨	에이트(8) 맨	SNK/Pallas 
einnings	엑스트라 이닝	엑스트라 이닝	Midway 
elecyoy2	더 일렉트릭 요요 (세트 2)	더 일렉트릭 요요 (세트 2)	Taito America Corporation 
elecyoyo	더 일렉트릭 요요 (세트 1)	더 일렉트릭 요요 (세트 1)	Taito America Corporation 
elevatob	엘리베이터 액션 (해적판)	엘리베이터 액션 (해적판)	해적판 
elevator	엘리베이터 액션	엘리베이터 액션	Taito Corporation 
elim2	엘리미네이터 (2인용, 세트 1)	엘리미네이터 (2인용, 세트 1)	Gremlin 
elim2a	엘리미네이터 (2인용, 세트 2)	엘리미네이터 (2인용, 세트 2)	Gremlin 
elim4	엘리미네이터 (4인용)	엘리미네이터 (4인용)	Gremlin 
elvact2u	엘리베이터 액션 2 (미국판)	엘리베이터 액션 2 (미국판)	Taito America Corporation 
elvactr	엘리베이터 액션 리턴즈 (해외판)	엘리베이터 액션 리턴즈 (해외판)	Taito Corporation Japan 
elvactrj	엘리베이터 액션 리턴즈 (일본판)	엘리베이터 액션 리턴즈 (일본판)	Taito Corporation 
emeralda	에멜러디아 (일본판 버전 B)	에멜러디아 (일본판 버전 B)	Namco 
emerldaa	에멜러디아 (일본판)	에멜러디아 (일본판)	Namco 
empcity	엠파이어 시티: 1931 (해적판?)	엠파이어 시티: 1931 (해적판?)	Seibu Kaihatsu 
empcityj	엠파이어 시티: 1931 (일본판)	엠파이어 시티: 1931 (일본판)	[Seibu Kaihatsu] (Taito 라이센스) 
endurob2	엔듀로 레이서 (해적판, 세트 2)	엔듀로 레이서 (해적판, 세트 2)	해적판 
endurobl	엔듀로 레이서 (해적판, 세트 1)	엔듀로 레이서 (해적판, 세트 1)	해적판 
enduror	엔듀로 레이서	엔듀로 레이서	Sega 
enforce	엔포스 (일본판)	엔포스 (일본판)	Sega 
eprom	로봇 몬스터 행성으로부터의 탈출 (세트 1)	로봇 몬스터 행성으로부터의 탈출 (세트 1)	Atari Games 
eprom2	로봇 몬스터 행성으로부터의 탈출 (세트 2)	로봇 몬스터 행성으로부터의 탈출 (세트 2)	Atari Games 
equites	이콰이어츠	이콰이어츠	Alpha Denshi Co. 
equitess	이콰이어츠 (Sega)	이콰이어츠 (Sega)	Alpha Denshi Co. (Sega 라이센스) 
esb	더 엠파이어 스트라이크스 백 / 스타워즈 - 제국의 역습	더 엠파이어 스트라이크스 백 / 스타워즈 - 제국의 역습	Atari Games 
esckids	이스케이프 키즈 (일본판 2인용)	이스케이프 키즈 (일본판 2인용)	Konami 
espial	에스피알 (미국판?)	에스피알 (미국판?)	[Orca] Thunderbolt 
espiale	에스피알 (유럽판)	에스피알 (유럽판)	[Orca] Thunderbolt 
esprade	에스프레이드 (국제판 1998 4/22)	에스프레이드 (국제판 1998 4/22)	Atlus/Cave 
espradej	에스프레이드 (일본판 1998 4/21)	에스프레이드 (일본판 1998 4/21)	Atlus/Cave 
espradeo	에스프레이드 (일본판 1998 4/14)	에스프레이드 (일본판 1998 4/14)	Atlus/Cave 
eswat	이스와트 - 사이버 폴리스	이스와트 - 사이버 폴리스	Sega 
eswatbl	이스와트 - 사이버 폴리스 (해적판)	이스와트 - 사이버 폴리스 (해적판)	해적판 
eto	고금동서간지 이야기 (일본판)	고금동서간지 이야기 (일본판)	Visco 
euroch92	유로 챔프 '92 (해외판)	유로 챔프 '92 (해외판)	Taito Corporation Japan 
excitbkj	Vs. 익사이트 바이크 (일본판)	Vs. 익사이트 바이크 (일본판)	Nintendo 
excitebk	Vs. 익사이트 바이크	Vs. 익사이트 바이크	Nintendo 
excthour	익사이팅 아워	익사이팅 아워	Technos (Taito 라이센스) 
exctscc2	익사이팅 사커 II	익사이팅 사커 II	Alpha Denshi Co. 
exctscca	익사이팅 사커 (음악 다른 버전)	익사이팅 사커 (음악 다른 버전)	Alpha Denshi Co. 
exctsccb	익사이팅 사커 (해적판)	익사이팅 사커 (해적판)	해적판 
exctsccr	익사이팅 사커	익사이팅 사커	Alpha Denshi Co. 
exedexes	엑시드 엑시스	엑시드 엑시스	Capcom 
exerion	엑세리온	엑세리온	Jaleco 
exerionb	엑세리온 (해적판)	엑세리온 (해적판)	Jaleco 
exeriont	엑세리온 (Taito)	엑세리온 (Taito)	Jaleco (Taito America 라이센스) 
exerizrb	엑서리저 (일본판) (해적판)	엑서리저 (일본판) (해적판)	Jaleco 
exodus	엑소더스 / 디펜드 더 테라 어택 온 더 레드 유에프오 (해적판?)	엑소더스 / 디펜드 더 테라 어택 온 더 레드 유에프오 (해적판?)	Subelectro 
exprraid	익스프레스 라이더 (미국판)	익스프레스 라이더 (미국판)	Data East USA 
extdwnhl	익스트림 다운힐 (v1.5)	익스트림 다운힐 (v1.5)	Sammy Industries Japan 
exterm	엑스테미네이터	엑스테미네이터	Gottlieb/Premier Technology 
extrmatn	엑스테미네이션 (미국판)	엑스테미네이션 (미국판)	[Taito] World Games 
exvania	엑스배니아 (일본판)	엑스배니아 (일본판)	Namco 
exzisus	익스자이서스 (일본판)	익스자이서스 (일본판)	Taito Corporation 
eyes	아이즈 (Digitrex Techstar)	아이즈 (Digitrex Techstar)	Digitrex Techstar (Rock-ola 라이센스) 
eyes2	아이즈 (Techstar Inc.)	아이즈 (Techstar Inc.)	Techstar Inc. (Rock-ola 라이센스) 
f1dream	F-1 드림	F-1 드림	Capcom (Romstar 라이센스) 
f1dreamb	F-1 드림 (해적판)	F-1 드림 (해적판)	해적판 
f1en	F-1 이그저스트 노트	F-1 이그저스트 노트	Sega 
f1gp	F-1 그랑프리	F-1 그랑프리	Video System Co. 
f1gp2	F-1 그랑프리 파트 2	F-1 그랑프리 파트 2	Video System Co. 
f1gpstar	F-1 그랑프리 스타	F-1 그랑프리 스타	Jaleco 
fa	에프/에이 (일본판)	에프/에이 (일본판)	Namco 
faceoff	페이스 오프 (일본판)	페이스 오프 (일본판)	Namco 
fantasia	판타지아	판타지아	Comad & New Japan System 
fantasy	판타지 (미국판)	판타지 (미국판)	[SNK] (Rock-ola 라이센스) 
fantasyj	판타지 (일본판)	판타지 (일본판)	SNK 
fantazia	판타지아	판타지아	해적판 
fantland	판타지 랜드	판타지 랜드	Electronic Devices Italy
fantsia2	판타지아2	판타지아2	Comad 
fantzone	판타지 존 (일본판 신버전)	판타지 존 (일본판 신버전)	Sega 
fantzono	판타지 존 (구버전)	판타지 존 (구버전)	Sega 
farwest	파 웨스트 / 대열차 강도	파 웨스트 / 대열차 강도	해적판? 
fastfred	패스트 프레디 / 플라이 보이	패스트 프레디 / 플라이 보이	Atari 
fastlane	퍼스트 레인	퍼스트 레인	Konami 
fatfursp	아랑전설 스페셜	아랑전설 스페셜	SNK 
fatfury1	아랑전설 1 - 숙명의 대결	아랑전설 1 - 숙명의 대결	SNK 
fatfury2	아랑전설 2 - 새로운 대결	아랑전설 2 - 새로운 대결	SNK 
fatfury3	아랑전설 3 - 아득한 대결	아랑전설 3 - 아득한 대결	SNK 
fax	팩스	팩스	Exidy 
fbfrenzy	열광 미식축구 / 풋볼 프렌지	열광 미식축구 / 풋볼 프렌지	SNK 
ffantasa	파이팅 판타지 (일본판)	파이팅 판타지 (일본판)	Data East Corporation 
ffantasy	파이팅 판타지 (일본판 Rev. 2)	파이팅 판타지 (일본판 Rev. 2)	Data East Corporation 
ffight	파이널 파이트 (해외판)	파이널 파이트 (해외판)	Capcom 
ffightj	파이널 파이트 (일본판)	파이널 파이트 (일본판)	Capcom 
ffightu	파이널 파이트 (미국판)	파이널 파이트 (미국판)	Capcom 
fghtatck	파이터 & 어태커 (미국판)	파이터 & 어태커 (미국판)	Namco 
fhawk	파이팅 호크 (일본판)	파이팅 호크 (일본판)	Taito Corporation 
fightfev	왕중왕 / 파이트 피버 / 크리스탈 레거시	왕중왕 / 파이트 피버 / 크리스탈 레거시	Viccom 
fightrol	파이팅 롤러	파이팅 롤러	[Kaneko] (Taito 라이센스) 
finalb	파이널 블로우 (해외판)	파이널 블로우 (해외판)	Taito Corporation Japan 
finalbj	파이널 블로우 (일본판)	파이널 블로우 (일본판)	Taito Corporation 
finalbny	마작 파이널 바니 [BET] (일본판)	마작 파이널 바니 [BET] (일본판)	Nichibutsu 
finalizb	파이널라이저 - 수퍼 트랜스포메이션 (해적판)	파이널라이저 - 수퍼 트랜스포메이션 (해적판)	해적판 
finalizr	파이널라이저 - 수퍼 트랜스포메이션	파이널라이저 - 수퍼 트랜스포메이션	Konami 
findout	파인드 아웃	파인드 아웃	Elettronolo 
finehour	파인스트 아워 (일본판)	파인스트 아워 (일본판)	Namco 
firebarr	파이어 배럴 (일본판)	파이어 배럴 (일본판)	Irem 
firebatl	파이어 배틀	파이어 배틀	Taito
fireone	파이어 원	파이어 원	Exidy 
fireshrk	파이어 샤크	파이어 샤크	Toaplan 
firetpbl	파이어 트랩 (일본판, 해적판)	파이어 트랩 (일본판, 해적판)	해적판 
firetrap	파이어 트랩	파이어 트랩	Data East USA 
firetrk	파이어 트럭	파이어 트럭	Atari 
fitegol2	파이팅 골프 (세트 2)	파이팅 골프 (세트 2)	SNK 
fitegolf	파이팅 골프 (세트 1)	파이팅 골프 (세트 1)	SNK 
fitfight	피트 오브 파이팅	피트 오브 파이팅	SNK 
fitter	피터	피터	Taito 
flashgal	플래쉬 걸	플래쉬 걸	Sega 
flicky	플리키 (128k Ver.)	플리키 (128k Ver.)	Sega 
flickyo	플리키 (64k Ver.)	플리키 (64k Ver.)	Sega 
flipshot	배틀 플립 샷	배틀 플립 샷	Visco 
flkatck	플랙 어택 (일본판)	플랙 어택 (일본판)	Konami 
flower	플라워	플라워	Komax 
flstory	더 페어리랜드 스토리 / 요정나라 이야기	더 페어리랜드 스토리 / 요정나라 이야기	Taito 
flstoryj	더 페어리랜드 스토리 / 요정나라 이야기 (일본판)	더 페어리랜드 스토리 / 요정나라 이야기 (일본판)	Taito 
flyball	플라이 볼	플라이 볼	Atari 
flyboy	플라이 보이	플라이 보이	Kaneko 
flyboyb	플라이 보이 (해적판)	플라이 보이 (해적판)	Kaneko 
fncywld	펜시월드 - 위기의 지구	펜시월드 - 위기의 지구	Unico 
fnkyfish	펑키 피쉬	펑키 피쉬	Sun Electronics 
foodf	푸트 파이트	푸트 파이트	Atari 
footchmp	풋볼 챔프 (해외판)	풋볼 챔프 (해외판)	Taito Corporation Japan 
forgottn	잃어버린 세계: 포가튼 월드 (미국판)	잃어버린 세계: 포가튼 월드 (미국판)	Capcom 
formatz	포메이션 제트	포메이션 제트	Jaleco 
fpoint	플래쉬 포인트	플래쉬 포인트	Sega 
fpointbl	플래쉬 포인트 (해적판)	플래쉬 포인트 (해적판)	해적판 
freekckb	프리킥 (해적판)	프리킥 (해적판)	Nihon System 
freekick	프리킥	프리킥	Nihon System 
freeze	프리즈	프리즈	Cinematronics 
frenzy	프렌지	프렌지	Stern 
friskyt	프리스카이 톰	프리스카이 톰	Nichibutsu 
frogg	프로그 / 개구리 (갤럭시안 하드웨어)	프로그 / 개구리 (갤럭시안 하드웨어)	해적판 
frogger	프로거 / 개구리	프로거 / 개구리	Konami 
froggers	프로그 / 개구리	프로그 / 개구리	해적판 
froggrmc	프로거 / 개구리 (개조된 문 크레스타 하드웨어)	프로거 / 개구리 (개조된 문 크레스타 하드웨어)	해적판? 
frogs	프로그스 / 개구리	프로그스 / 개구리	Gremlin 
frogseg1	프로거 / 개구리 (Sega 세트 1)	프로거 / 개구리 (Sega 세트 1)	[Konami] (Sega 라이센스) 
frogseg2	프로거 / 개구리 (Sega 세트 2)	프로거 / 개구리 (Sega 세트 2)	[Konami] (Sega 라이센스) 
fromanc2	대전 아이돌 마작 파이널 로맨스 2 (일본판)	대전 아이돌 마작 파이널 로맨스 2 (일본판)	Video System 
fromanc4	대전 마작 파이널 로맨스 4 (일본판)	대전 마작 파이널 로맨스 4 (일본판)	Video System 
fromance	아이돌 마작 파이널 로맨스 (일본판)	아이돌 마작 파이널 로맨스 (일본판)	Video System Co. 
fromancr	대전 마작 파이널 로맨스 R (일본판)	대전 마작 파이널 로맨스 R (일본판)	Video System 
frontlin	프론트 라인	프론트 라인	Taito Corporation 
fround	파이널 라운드 / 하드 펀처 (버전 M)	파이널 라운드 / 하드 펀처 (버전 M)	Konami 
froundl	파이널 라운드 / 하드 펀처 (버전 L)	파이널 라운드 / 하드 펀처 (버전 L)	Konami 
fshark	플라잉 샤크 (해외판)	플라잉 샤크 (해외판)	[Toaplan] Taito Corporation 
fsharkbt	플라잉 샤크 (해적판)	플라잉 샤크 (해적판)	해적판 
fstarfrc	파이널 스타 포스 (미국판)	파이널 스타 포스 (미국판)	Tecmo 
ftsoccer	파이팅 사커	파이팅 사커	SNK 
fullthrl	풀 스로틀 (일본판)	풀 스로틀 (일본판)	Taito Corporation 
funkybee	펑키 비	펑키 비	Orca Corporation 
funkyjet	펑키 제트	펑키 제트	[Data East] (Mitchell 라이센스) 
funnymou	퍼니 마우스	퍼니 마우스	Chuo Co. Ltd 
futspy	퓨쳐 스파이	퓨쳐 스파이	Sega 
ga2	골든엑스 - 데스 애더의 복수 (미국판)	골든엑스 - 데스 애더의 복수 (미국판)	Sega 
ga2j	골든엑스 - 데스 애더의 복수 (일본판)	골든엑스 - 데스 애더의 복수 (일본판)	Sega 
gaiden	닌자 가이덴 / 닌자용검전 (해외판)	닌자 가이덴 / 닌자용검전 (해외판)	Tecmo 
gakupara	퀴즈 학원 파이다이스 (일본판)	퀴즈 학원 파이다이스 (일본판)	NMK 
gakusai	마작 학원제 (일본판)	마작 학원제 (일본판)	MakeSoft 
gakusai2	마작 학원제 2 (일본판)	마작 학원제 2 (일본판)	MakeSoft 
gal10ren	마작 걸 10연발 ナニワのお姉ぇはおもろいで (일본판)	마작 걸 10연발 (일본판)	FUJIC 
galag88b	갤러그 '88 (세트 2)	갤러그 '88 (세트 2)	Namco 
galag88j	갤러그 '88 (일본판)	갤러그 '88 (일본판)	Namco 
galaga	갤러그 (Namco)	갤러그 (Namco)	Namco 
galaga3	갤러그 3 (세트 1)	갤러그 3 (세트 1)	Namco 
galaga3a	갤러그 3 (세트 2)	갤러그 3 (세트 2)	Namco 
galaga3b	갤러그 3 (세트 3)	갤러그 3 (세트 3)	Namco 
galaga3m	갤러그 3 (Midway)	갤러그 3 (Midway)	Namco 
galaga84	갤러그 '84	갤러그 '84	해킹 
galaga88	갤러그 '88 (세트 1)	갤러그 '88 (세트 1)	Namco 
galagab2	갤러그 (해적판)	갤러그 (해적판)	해적판 
galagads	갤러그 (총알 빨리나감)	갤러그 (총알 빨리나감)	해킹 
galagamw	갤러그 (Midway)	갤러그 (Midway)	[Namco] (Midway 라이센스) 
galap1	스페이스 인베이더즈 갤럭티카	스페이스 인베이더즈 갤럭티카	해킹 
galap4	갤럭시안 파트 4	갤럭시안 파트 4	해킹 
galapx	갤럭시안 파트 X	갤럭시안 파트 X	해킹 
galaxiaj	갤럭시안 (남코 세트 2)	갤럭시안 (남코 세트 2)	Namco 
galaxian	갤럭시안 (남코 세트 1)	갤럭시안 (남코 세트 1)	Namco 
