005	005	005	Sega 
1941	1941 - 카운터 어택 (해외판)	1941 - 카운터 어택 (해외판)	Capcom 
1941j	1941 - 카운터 어택 (일본판)	1941 - 카운터 어택 (일본판)	Capcom 
1942	1942 (세트 1)	1942 (세트 1)	Capcom 
1942a	1942 (세트 2)	1942 (세트 2)	Capcom 
1942b	1942 (세트 3)	1942 (세트 3)	Capcom 
1943	1943 - 미드웨이 해전 (미국판)	1943 - 미드웨이 해전 (미국판)	Capcom 
1943j	1943 - 미드웨이 해전 (일본판)	1943 - 미드웨이 해전 (일본판)	Capcom 
1943kai	1943 改	1943 改	Capcom 
1944	1944: 더 루프 마스터 (미국판 000620)	1944: 더 루프 마스터 (미국판 000620)	Capcom, supported by Eighting/Raizing 
1944j	1944: 더 루프 마스터 (일본판 000620)	1944: 더 루프 마스터 (일본판 000620)	Capcom, supported by Eighting/Raizing
19xx	19XX (미국판 951207)	19XX (미국판 951207)	Capcom 
19xxh	19XX (스페인 951218)	19XX (스페인 951218)	Capcom 
19xxj	19XX (일본판 951225)	19XX (일본판 951225)	Capcom 
19xxjr1	19XX (일본판 951207)	19XX (일본판 951207)	Capcom 
2020bb	2020년 수퍼 베이스볼 (세트 1)	2020년 수퍼 베이스볼 (세트 1)	SNK/Pallas 
2020bbh	2020년 수퍼 베이스볼 (세트 2)	2020년 수퍼 베이스볼 (세트 2)	SNK/Pallas 
280zzzap	Datsun 280 Zzzap	Datsun 280 Zzzap	Midway 
3countb	쓰리 카운트 바우트 / 파이어 스플렉스	쓰리 카운트 바우트 / 파이어 스플렉스	SNK 
3kokushi	삼각지 (일본판)	삼각지 (일본판)	Mitchell 
3stooges	쓰리 스투지즈	쓰리 스투지즈	Mylstar 
3wonders	쓰리 원더스 (해외판)	쓰리 원더스 (해외판)	Capcom 
3wonderu	쓰리 원더스 (미국판)	쓰리 원더스 (미국판)	Capcom 
40love	포티 - 러브	포티 - 러브	Taito Corporation 
4dwarrio	4-D 워리어즈	4-D 워리어즈	Coreland/Sega 
4enraya	4 엔 라야	4 엔 라야	IDSA 
4in1	4 펀 인 1	4 펀 인 1	Armenia/Food and Fun 
47pie2	아이돌 마작사 스-치-파이 2 (v.1.1)	아이돌 마작사 스-치-파이 2 (v.1.1)	Jeleco
47pie2o	아이돌 마작사 스-치-파이 2 (v.1.0)	아이돌 마작사 스-치-파이 2 (v.1.0)	Jeleco
600	600	600	Konami 
64streej	64번가 - 탐정이야기 (일본판)	64번가 - 탐정이야기 (일본판)	Jaleco 
64street	64번가 - 탐정이야기 (해외판)	64번가 - 탐정이야기 (해외판)	Jaleco 
720	720˚ (세트 1)	720˚ (세트 1)	Atari Games 
720b	720˚ (세트 2)	720˚ (세트 2)	Atari Games 
7toitsu	칠대자	칠대자	Yuga 
800fath	800 팬텀스	800 팬텀스	Amenip (US Billiards Inc. 라이센스) 
88games	'88 게임즈 / 하이퍼 스포츠 스페셜	'88 게임즈 / 하이퍼 스포츠 스페셜	Konami 
8ball	비디오 에이트 볼	비디오 에이트 볼	Century Electronics 
8ball1	비디오 에이트 볼 (Rev.1)	비디오 에이트 볼 (Rev.1)	Century Electronics 
99lstwar	'99 더 라스트 워	'99 더 라스트 워	Proma 
99lstwra	'99 더 라스트 워 (다른 버전)	'99 더 라스트 워 (다른 버전)	Proma 
vimana	비마나	비마나	Toaplan 
vimana1	비마나 (구버전)	비마나 (구버전)	Toaplan 
vimanan	비마나 (Nova Apparate GMBH & Co)	비마나 (Nova Apparate GMBH & Co)	Toaplan (Nova Apparate GMBH & Co 라이센스) 
aafb	올 아메리칸 풋볼(미식축구) (Rev. E)	올 아메리칸 풋볼(미식축구) (Rev. E)	Leland Corp. 
aafbb	올 아메리칸 풋볼(미식축구) (Rev. B)	올 아메리칸 풋볼(미식축구) (Rev. B)	Leland Corp. 
aafbc	올 아메리칸 풋볼(미식축구) (Rev. C)	올 아메리칸 풋볼(미식축구) (Rev. C)	Leland Corp. 
aafbd2p	올 아메리칸 풋볼(미식축구) (Rev. D, 2인용)	올 아메리칸 풋볼(미식축구) (Rev. D, 2인용)	Leland Corp. 
abaseb	아타리 베이스볼 (세트 1)	아타리 베이스볼 (세트 1)	Atari 
abaseb2	아타리 베이스볼 (세트 2)	아타리 베이스볼 (세트 2)	Atari 
aburner	애프터 버너 (일본판)	애프터 버너 (일본판)	Sega 
aburner2	애프터 버너 II	애프터 버너 2	Sega 
ace	에이스	에이스	Allied Leisure 
acrobatm	애크로뱃 미션	애크로뱃 미션	UPL (Taito 라이센스) 
actfanc1	액트-팬서 사이버네틱 하이퍼 웨폰 (해외판 Rev. 1)	액트-팬서 사이버네틱 하이퍼 웨폰 (해외판 Rev. 1)	Data East Corporation 
actfancj	액트-팬서 사이버네틱 하이퍼 웨폰 (일본판 Rev. 1)	액트-팬서 사이버네틱 하이퍼 웨폰 (일본판 Rev. 1)	Data East Corporation 
actfancr	액트-팬서 사이버네틱 하이퍼 웨폰 (해외판 Rev. 2)	액트-팬서 사이버네틱 하이퍼 웨폰 (해외판 Rev. 2)	Data East Corporation 
aeroboto	에어로보토	에어로보토	[Jaleco] (Williams 라이센스) 
aerofgt	에어로 파이터즈 / 소닉 윙즈	에어로 파이터즈 / 소닉 윙즈	Video System Co. 
aerofgtb	에어로 파이터즈 / 소닉 윙즈 (터보 포스 하드웨어 세트 1)	에어로 파이터즈 / 소닉 윙즈 (터보 포스 하드웨어 세트 1)	Video System Co. 
aerofgtc	에어로 파이터즈 / 소닉 윙즈 (터보 포스 하드웨어 세트 2)	에어로 파이터즈 / 소닉 윙즈 (터보 포스 하드웨어 세트 2)	Video System Co. 
agallet	에어 갤릿 (대만판)	에어 갤릿 (대만판)	Banpresto/Gazelle 
airbustj	에어 버스터 (일본판)	에어 버스터 (일본판)	Kaneko (Namco 라이센스) 
airbustr	에어 버스터	에어 버스터	Kaneko (Namco 라이센스) 
airduel	에어 듀얼 (일본판)	에어 듀얼 (일본판)	Irem 
airwolf	에어 울프	에어 울프	Kyugo 
ajax	에이 잭스	에이 잭스	Konami 
ajaxj	에이 잭스 (일본판)	에이 잭스 (일본판)	Konami 
akkanvdr	아칸베이더 (일본판)	아칸베이더 (일본판)	Taito Corporation 
alcon	알콘 / 슬랩 파이트	알콘 / 슬랩 파이트	제작사 미상 
alexkida	알렉스 키드 (세트 2)	알렉스 키드 (세트 2)	Sega 
alexkidd	알렉스 키드 (세트 1)	알렉스 키드 (세트 1)	Sega 
alibaba	알리바바와 40인의 도적	알리바바와 40인의 도적	Sega 
alien3	에일리언 3	에일리언 3	Sega 
alieninv	에일리언 인베이션 파트 II / 우주 침략자	에일리언 인베이션 파트 II / 우주 침략자	해적판 
aliens	에일리언즈 (해외판, 세트 1)	에일리언즈 (해외판, 세트 1)	Konami 
aliens2	에일리언즈 (해외판, 세트 2)	에일리언즈 (해외판, 세트 2)	Konami 
aliensj	에일리언즈 (일본판)	에일리언즈 (일본판)	Konami 
aliensu	에일리언즈 (미국판)	에일리언즈 (미국판)	Konami 
aliensya	에일리언 신드롬 (세트 2)	에일리언 신드롬 (세트 2)	Sega 
aliensyb	에일리언 신드롬 (세트 3)	에일리언 신드롬 (세트 3)	Sega 
aliensyj	에일리언 신드롬 (일본판)	에일리언 신드롬 (일본판)	Sega 
aliensyn	에일리언 신드롬 (세트 1)	에일리언 신드롬 (세트 1)	Sega 
aligator	엘리게이터 헌트	엘리게이터 헌트	Gaelco 
aligatun	엘리게이터 헌트 (비암호화)	엘리게이터 헌트 (비암호화)	Gaelco 
alleymas	앨리 마스터	앨리 마스터	Cinematronics 
alphaho	알파 파이터 / 헤드 온	알파 파이터 / 헤드 온	Data East 
alpham2	알파 미션 2 / 아소 II - 라스트 가디언	알파 미션 2 / 아소 II - 라스트 가디언	SNK 
alphaona	알파 원 (시험판, 5목숨)	알파 원 (시험판, 5목숨)	Atari 
alphaone	알파 원 (시험판, 3목숨)	알파 원 (시험판, 3목숨)	Atari 
alphaxz	알팍스 제트	알팍스 제트	Ed/Wood Place 
alpine	알파인 스키 (세트 1)	알파인 스키 (세트 1)	Taito Corporation 
alpinea	알파인 스키 (세트 2)	알파인 스키 (세트 2)	Taito Corporation 
altbeas2	알터드 비스트 / 수왕기 (버전 2)	알터드 비스트 / 수왕기 (버전 2)	Sega 
altbeast	알터드 비스트 / 수왕기 (버전 1)	알터드 비스트 / 수왕기 (버전 1)	Sega 
amatelas	성전사 아마테라스	성전사 아마테라스	Nichibutsu 
amazon	솔져 걸 아마존	솔져 걸 아마존	Nichibutsu 
ambush	앰부쉬	앰부쉬	Nippon Amuse Co-Ltd 
amidar	아미다	아미다	Konami 
amidaro	아미다 (올림피아)	아미다 (올림피아)	Konami (Olympia 라이센스) 
amidars	아미다 (스크램블 하드웨어)	아미다 (스크램블 하드웨어)	Konami 
amidaru	아미다 (스턴)	아미다 (스턴)	Konami (Stern 라이센스) 
amigo	아미고	아미고	해적판 
amspdwy	아메리칸 스피드웨이 (세트 1)	아메리칸 스피드웨이 (세트 1)	Enerdyne Technologies, Inc. 
amspdwya	아메리칸 스피드웨이 (세트 2)	아메리칸 스피드웨이 (세트 2)	Enerdyne Technologies, Inc. 
androdun	안드로 듀노스	안드로 듀노스	Visco 
angelkds	앤젤 키즈 (일본판)	앤젤 키즈 (일본판)	Sega/Nasco? 
anteater	앤트이터 / 개미핥기	앤트이터 / 개미핥기	[Stern] (Tago 라이센스) 
aodk	통쾌 간간행진곡	통쾌 간간행진곡	ADK/SNK 
aof	용호의 권 / 아트 오브 파이팅	용호의 권 1	SNK 
aof2	용호의 권 2 / 아트 오브 파이팅 2	용호의 권 2	SNK 
aof3	용호의 권 외전 / 아트 오브 파이팅 3 - 전사의 길	용호의 권 3	SNK 
apb	APB - 올 포인츠 불레틴 (세트 1)	APB - 올 포인츠 불레틴 (세트 1)	Atari Games 
apb2	APB - 올 포인츠 불레틴 (세트 2)	APB - 올 포인츠 불레틴 (세트 2)	Atari Games 
apparel	어패럴 나이트 (일본판)	어패럴 나이트 (일본판)	Central Denshi 
appoooh	아푸우우우	아푸우우우	Sega 
aquajack	아쿠아 잭 (해외판)	아쿠아 잭 (해외판)	Taito Corporation Japan 
aquajckj	아쿠아 잭 (일본판)	아쿠아 잭 (일본판)	Taito Corporation 
aquarium	아쿠아리움 (일본판)	아쿠아리움 (일본판)	Excellent System 
arabfgt	아라비안 파이트	아라비안 파이트	Sega 
arabiamj	아라비안 매직 (일본판)	아라비안 매직 (일본판)	Taito Corporation 
arabiamu	아라비안 매직 (미국판)	아라비안 매직 (미국판)	Taito America Corporation 
arabian	아라비안	아라비안	Sun Electronics 
arabiana	아라비안 (아타리)	아라비안 (아타리)	[Sun Electronics] (Atari 라이센스) 
arabianm	아라비안 매직 (해외판)	아라비안 매직 (해외판)	Taito Corporation Japan 
arbalest	아발레스터	아발레스터	Seta 
arcadecl	아케이드 클래식스 (시험판)	아케이드 클래식스 (시험판)	Atari Games 
arcadia	내 청춘의 알카디아 / 뉴욕 뉴욕	내 청춘의 알카디아 / 뉴욕 뉴욕	Sigma Ent. Inc. 
archriv2	아크 라이벌즈 (Rev. 2.0)	아크 라이벌즈 (Rev. 2.0)	Bally Midway 
archrivl	아크 라이벌즈 (Rev. 4.0)	아크 라이벌즈 (Rev. 4.0)	Bally Midway 
area51	에어리어 51	에어리어 51	Atari Games 
area51mx	에어리어 51 / 맥시멈 포스 듀오	에어리어 51 / 맥시멈 포스 듀오	Atari Games 
area88	에어리어 88 (일본판)	에어리어 88 (일본판)	Capcom 
argus	아르구스	아르구스	[NMK] (Jaleco 라이센스) 
arkangc	알카노이드 (게임 코퍼레이션 해적판)	알카노이드 (게임 코퍼레이션 해적판)	해적판 
arkanoid	알카노이드 (해외판)	알카노이드 (해외판)	Taito Corporation Japan 
arkarea	아크 에어리어	아크 에어리어	UPL 
arkatayt	알카노이드 (타이토 해적판, 일본판)	알카노이드 (타이토 해적판, 일본판)	해적판 
arkatour	토너먼트 알카노이드 (미국판)	토너먼트 알카노이드 (미국판)	Taito America Corporation (Romstar 라이센스) 
arkbl2	알카노이드 (일본 해적판, 세트 2)	알카노이드 (일본 해적판, 세트 2)	해적판 
arkbl3	알카노이드 (일본 해적판, 세트 3)	알카노이드 (일본 해적판, 세트 3)	해적판 
arkbloc2	알카노이드 / 블럭 (게임 코퍼레이션 해적판)	알카노이드 / 블럭 (게임 코퍼레이션 해적판)	해적판 
arkblock	알카노이드 / 블럭 (해적판, 일본판)	알카노이드 / 블럭 (해적판, 일본판)	해적판 
arknid2j	알카노이드 - DOH의 복수 (일본판)	알카노이드 - DOH의 복수 (일본판)	Taito Corporation 
arknid2u	알카노이드 - DOH의 복수 (미국판)	알카노이드 - DOH의 복수 (미국판)	Taito America Corporation (Romstar 라이센스) 
arknoid2	알카노이드 - DOH의 복수 (해외판)	알카노이드 - DOH의 복수 (해외판)	Taito Corporation Japan 
arknoidj	알카노이드 (일본판)	알카노이드 (일본판)	Taito Corporation 
arknoidu	알카노이드 (미국판)	알카노이드 (미국판)	Taito America Corporation (Romstar 라이센스) 
arkretrn	알카노이드 리턴즈 (일본판)	알카노이드 리턴즈 (일본판)	Taito Corporation 
arlingtn	앨링턴 호스 레이싱(경마)	앨링턴 호스 레이싱(경마)	Strata/Incredible Technologies 
armedf	암드 포메이션	암드 포메이션	Nichibutsu 
armora	아머 어택	아머 어택	Cinematronics 
armorap	아머 어택 (시험판)	아머 어택 (시험판)	Cinematronics 
armorar	아머 어택 (Rock-ola)	아머 어택 (Rock-ola)	Cinematronics (Rock-ola 라이센스) 
armorca2	아머드 카 (세트 2)	아머드 카 (세트 2)	Stern 
armorcar	아머드 카 (세트 1)	아머드 카 (세트 1)	Stern 
armwar	아머드 워리어즈 (유럽판 941011)	아머드 워리어즈 (유럽판 941011)	Capcom 
armwara	아머드 워리어즈 (아시아판 940920)	아머드 워리어즈 (아시아판 940920)	Capcom 
armwaru	아머드 워리어즈 (미국판 941024)	아머드 워리어즈 (미국판 941024)	Capcom 
armwrest	팔씨름	팔씨름	Nintendo 
ashura	아수라 블래스터 (일본판)	아수라 블래스터 (일본판)	Taito Corporation 
ashurau	아수라 블래스터 (미국판)	아수라 블래스터 (미국판)	Taito America Corporation 
aso	아소 - 아머드 스크럼 오브젝트	아소 - 아머드 스크럼 오브젝트	SNK 
assault	어썰트	어썰트	Namco 
assaultj	어썰트 (일본판)	어썰트 (일본판)	Namco 
assaultp	어썰트 플러스 (일본판)	어썰트 플러스 (일본판)	Namco 
astdelu1	아스테로이즈 디럭스 (Rev. 1)	아스테로이즈 디럭스 (Rev. 1)	Atari 
astdelux	아스테로이즈 디럭스 (Rev. 2)	아스테로이즈 디럭스 (Rev. 2)	Atari 
asterix	아스테릭스(해외판, EAD)	아스테릭스(해외판, EAD)	Konami 
asteroi1	아스테로이즈 (Rev. 1)	아스테로이즈 (Rev. 1)	Atari 
asteroib	아스테로이즈 (루나 랜더 하드웨어 해적판)	아스테로이즈 (루나 랜더 하드웨어 해적판)	해적판 
asteroid	아스테로이즈 (Rev. 2)	아스테로이즈 (Rev. 2)	Atari 
astinvad	아스트로 인베이더	아스트로 인베이더	Stern 
astorm	에일리언 스톰	에일리언 스톰	Sega 
astorm2p	에일리언 스톰 (2인용)	에일리언 스톰 (2인용)	Sega 
astormbl	에일리언 스톰 (해적판)	에일리언 스톰 (해적판)	해적판 
astrob	아스트로 블래스터 (버전 3)	아스트로 블래스터 (버전 3)	Sega 
astrob1	아스트로 블래스터 (버전 1)	아스트로 블래스터 (버전 1)	Sega 
astrob2	아스트로 블래스터 (버전 2)	아스트로 블래스터 (버전 2)	Sega 
astrof	아스트로 파이터 (세트 1)	아스트로 파이터 (세트 1)	Data East 
astrof2	아스트로 파이터 (세트 2)	아스트로 파이터 (세트 2)	Data East 
astrof3	아스트로 파이터 (세트 3)	아스트로 파이터 (세트 3)	Data East 
astrofl	아스트로 플래쉬 (일본판)	아스트로 플래쉬 (일본판)	Sega 
astrxeaa	아스테릭스(해외판, EAA)	아스테릭스(해외판, EAA)	Konami 
astrxeac	아스테릭스(해외판, EAC)	아스테릭스(해외판, EAC)	Konami 
astyanax	아스티아낙스 / 더 로드 오브 킹	아스티아낙스 / 더 로드 오브 킹	Jaleco 
asuka	아스카 & 아스카 (일본판)	아스카 & 아스카 (일본판)	Taito Corporation 
asylum	아시럼	아시럼	Leland 
atarifb	아타리 풋볼 (Rev. 2)	아타리 풋볼 (Rev. 2)	Atari 
atarifb1	아타리 풋볼 (Rev. 1)	아타리 풋볼 (Rev. 1)	Atari 
atarifb4	아타리 풋볼 (4인용)	아타리 풋볼 (4인용)	Atari 
ataxx	어택스 (세트 1)	어택스 (세트 1)	Leland Corp. 
ataxxa	어택스 (세트 2)	어택스 (세트 2)	Leland Corp. 
ataxxj	어택스 (일본판)	어택스 (일본판)	Leland Corp. 
atehate	아테나는 어디갔을까	아테나는 어디갔을까	Athena 
atetckt2	테트리스 (칵테일 세트 2)	테트리스 (칵테일 세트 2)	Atari Games 
atetcktl	테트리스 (칵테일 세트 1)	테트리스 (칵테일 세트 1)	Atari Games 
atetris	테트리스 (세트 1)	테트리스 (세트 1)	Atari Games 
atetrisa	테트리스 (세트 2)	테트리스 (세트 2)	Atari Games 
atetrisb	테트리스 (해적판)	테트리스 (해적판)	해적판 
athena	아테나	아테나	SNK 
atlantis	배틀 오브 아틀란티스 (세트 1)	배틀 오브 아틀란티스 (세트 1)	Comsoft 
atlants2	배틀 오브 아틀란티스 (세트 2)	배틀 오브 아틀란티스 (세트 2)	Comsoft 
atomboy	아토믹 보이	아토믹 보이	Irem (Memetron 라이센스) 
atomicp	아토믹 포인트	아토믹 포인트	Philko 
atompunk	뉴 아토믹 펑크 - 글로벌 퀘스트 / 봄버맨 월드 (미국판)	뉴 아토믹 펑크 - 글로벌 퀘스트 / 봄버맨 월드 (미국판)	Irem America 
aurail	오레일(Aurail) (세트 1)	오레일(Aurail) (세트 1)	Sega/Westone 
auraila	오레일(Aurail) (세트 2)	오레일(Aurail) (세트 2)	Sega/Westone 
av2mj1bb	AV2 마작 No.1 베이 브릿지의 성녀 (일본판)	AV2 마작 No.1 베이 브릿지의 성녀 (일본판)	MIKI SYOUJI/AV JAPAN 
av2mj2rg	AV2 마작 No.2 루즈의 향기 (일본판)	AV2 마작 No.2 루즈의 향기 (일본판)	MIKI SYOUJI/AV JAPAN 
avalnche	아발란체	아발란체	Atari 
avenger2	어벤져 / 필살! 무뢰권 (미국판, 세트 2)	어벤져즈 (미국판, 세트 2)	Capcom 
avengers	어벤져 / 필살! 무뢰권 (미국판, 세트 1)	어벤져즈 (미국판, 세트 1)	Capcom 
avsp	에일리언 대 프레데터 (유럽판 940520)	에일리언 대 프레데터 (유럽판 940520)	Capcom 
avspa	에일리언 대 프레데터 (아시아판 940520)	에일리언 대 프레데터 (아시아판 940520)	Capcom 
avspirit	어벤징 스피리트	어벤징 스피리트	Jaleco 
avspj	에일리언 대 프레데터 (일본판 940520)	에일리언 대 프레데터 (일본판 940520)	Capcom 
avspu	에일리언 대 프레데터 (미국판 940520)	에일리언 대 프레데터 (미국판 940520)	Capcom 
aztarac	아즈타락(Aztarac)	아즈타락(Aztarac)	Centuri 
azurian	아쥬리언 어택	아쥬리언 어택	Rait Electronics Ltd 
baddudes	배드 듀드즈 대 드래곤닌자 (미국판)	배드 듀드즈 대 드래곤닌자 (미국판)	Data East USA 
badlands	배드 랜드	배드 랜드	Atari Games 
bagman	백 맨	백 맨	Valadon Automation 
bagmang	백 맨 (갤럭시안 하드웨어 해적판)	백 맨 (갤럭시안 하드웨어 해적판)	해적판 
bagmanmc	백 맨 (문 크레스타 하드웨어)	백 맨 (문 크레스타 하드웨어)	Valadon Automation 
bagmans	백 맨 (스턴 세트 1)	백 맨 (스턴 세트 1)	Valadon Automation (Stern 라이센스) 
bagmans2	백 맨 (스턴 세트 2)	백 맨 (스턴 세트 2)	Valadon Automation (Stern 라이센스) 
bagnard	바그나드 / 백 맨	바그나드 / 백 맨	Valadon Automation 
bakatono	바보 영주의 마작만유기	바보 영주의 마작만유기	Monolith Corp. 
bakuhatu	마작 폭발 Junjouden (일본판)	마작 폭발 Junjouden (일본판)	Nichibutsu 
bakutotu	Bakutotsu Kijuutei	Bakutotsu Kijuutei	Namco 
balcube	발 큐브	발 큐브	Metro 
ballbomb	벌룬 봄버	벌룬 봄버	Taito 
ballbros	벌룬 브라더즈	벌룬 브라더즈	East Technology 
balonfgt	Vs. 벌룬 파이트	Vs. 벌룬 파이트	Nintendo 
baluba	발루바-로크의 전설	발루바-로크의 전설	Able Corp, Ltd. 
bananadr	마작 바나나 드림 [BET] (일본판)	마작 바나나 드림 [BET] (일본판)	DIGITAL SOFT 
bandido	반다이도	반다이도	Exidy 
bang	빵!	빵!	Gaelco 
bangball	뱅 뱅 볼 (v1.05)	뱅 뱅 볼 (v1.05)	Banpresto/Kunihiko Tashiro+Goodhouse 
bangbead	뱅 비드	뱅 비드	Visco
bangbedp	뱅 비드 (원형)	뱅 비드 (원형)	Visco 
bankp	뱅크 패닉 / 은행 강도	뱅크 패닉 / 은행 강도	Sega 
baraduka	장미 듀크 (세트 2)	장미 듀크 (세트 2)	Namco 
baraduke	장미 듀크 (세트 1)	장미 듀크 (세트 1)	Namco 
barricad	바리케이드	바리케이드	RamTek 
barrier	배리어	배리어	Vectorbeam 
basebal2	베이스볼 더 시즌 II	베이스볼 더 시즌 II	Cinematronics 
batcir	배틀 서킷 (유럽 970319)	배틀 서킷 (유럽 970319)	Capcom 
batcira	배틀 서킷 (아시아판 970319)	배틀 서킷 (아시아판 970319)	Capcom 
batcirj	배틀 서킷 (일본판 970319)	배틀 서킷 (일본판 970319)	Capcom 
batman	배트맨	배트맨	Atari Games 
batman2	배트맨 파트 2 / 피닉스	배트맨 파트 2 / 피닉스	해적판 
batrider	암드 폴리스 배트라이더 (일본판, 버전 B)	암드 폴리스 배트라이더 (일본판, 버전 B)	Raizing/8ing 
batridra	암드 폴리스 배트라이더 (일본판, 버전 A)	암드 폴리스 배트라이더 (일본판, 버전 A)	Raizing/8ing 
batridrk	암드 폴리스 배트라이더 (한국판, 버전 B)	암드 폴리스 배트라이더 (한국판, 버전 B)	Raizing/8ing
batsugun	바츠건	바츠건	Toaplan 
battlan2	배틀 레인 Vol. 5 (세트 2)	배틀 레인 Vol. 5 (세트 2)	Technos (Taito 라이센스) 
battlan3	배틀 레인 Vol. 5 (세트 3)	배틀 레인 Vol. 5 (세트 3)	Technos (Taito 라이센스) 
battlane	배틀 레인 Vol. 5 (세트 1)	배틀 레인 Vol. 5 (세트 1)	Technos (Taito 라이센스) 
battleg	배틀 가레가 - 타입 2 (덴마크 / 중국판)	배틀 가레가 - 타입 2 (덴마크 / 중국판)	Raizing/8ing 
battlega	배틀 가레가 (유럽판 / 미국판 / 일본판 / 아시아판)	배틀 가레가 (유럽판 / 미국판 / 일본판 / 아시아판)	Raizing/8ing 
battlegb	배틀 가레가 (호주판 / 홍콩판) (19960302)	배틀 가레가 (호주판 / 홍콩판) (19960302)	Raizing/8ing 
battlera	배틀 레인져스 (해외판)	배틀 레인져스 (해외판)	Data East Corporation 
battles	배틀즈	배틀즈	해적판 
battlex	배틀 크로스	배틀 크로스	Omori Electric 
battlntj	바틀란티스 (일본판)	바틀란티스 (일본판)	Konami 
battlnts	바틀란티스	바틀란티스	Konami 
battroad	더 배틀-로드	더 배틀-로드	Irem 
batugnsp	바츠건 스페셜 버전 (일본판)	바츠건 스페셜 버전 (일본판)	Toaplan 
bayrouta	베이 루트 (세트 2)	베이 루트 (세트 2)	Sunsoft/Sega 
bayroute	베이 루트 (세트 1)	베이 루트 (세트 1)	Sunsoft/Sega 
bayrtbl1	베이 루트 (해적판, 세트 1)	베이 루트 (해적판, 세트 1)	해적판 
bayrtbl2	베이 루트 (해적판, 세트 2)	베이 루트 (해적판, 세트 2)	해적판 
bbakrada	배틀 백레이드 (일본판)	배틀 백레이드 (일본판)	8ing 
bbakraid	배틀 백레이드 - 언리미티드 버전 (일본판)	배틀 백레이드 - 언리미티드 버전 (일본판)	8ing 
bballs	바운싱 볼스	바운싱 볼스	Comad 
bbbxing	베스트 바웃 복싱	베스트 바웃 복싱	Jaleco 
bbmanw	봄버맨 월드 (해외판)	봄버맨 월드 (해외판)	Irem 
bbmanwj	봄버맨 월드 (일본판)	봄버맨 월드 (일본판)	Irem 
bbonk	빅풋 봉커즈	빅풋 봉커즈	Meadows Games, Inc. 
bbprot	언타이틀드 파이터 'BB' (시험판)	언타이틀드 파이터 'BB' (시험판)	unknown
bbros	버스터 브라더즈 / 퐁핑 월드 (미국판)	버스터 브라더즈 / 퐁핑 월드 (미국판)	Capcom 
bbusters	비스트 버스터 (해외판?)	비스트 버스터 (해외판?)	SNK 
bchopper	배틀 쵸퍼 / Mr. 헬리의 대모험	배틀 쵸퍼 / Mr. 헬리의 대모험	Irem 
bcrusher	본 크러셔	본 크러셔	해적판 
bcruzm12	배틀 크루저 M12	배틀 크루저 M12	Sigma Enterprises Inc. 
beaminv	빔 인베이더	빔 인베이더	Tekunon Kougyou 
beastf	비스티 피스티	비스티 피스티	Epos Corporation 
beathead	비트 헤드 (시험판)	비트 헤드 (시험판)	Atari Games 
beezer	비저 (세트 1)	비저 (세트 1)	Tong Electronic 
beezer1	비저 (세트 2)	비저 (세트 2)	Tong Electronic 
berabohm	베라보 맨 (일본판 버전 C)	베라보 맨 (일본판 버전 C)	Namco 
beraboho	베라보 맨 (일본판 버전 B)	베라보 맨 (일본판 버전 B)	Namco 
berlwall	베를린 장벽 (세트 1)	베를린 장벽 (세트 1)	Kaneko 
berlwalt	베를린 장벽 (세트 2)	베를린 장벽 (세트 2)	Kaneko 
bermudaa	버뮤다 삼각주 (미국판 초기버전)	버뮤다 삼각주 (미국판 초기버전)	SNK 
bermudaj	버뮤다 삼각주 (일본판)	버뮤다 삼각주 (일본판)	SNK 
bermudao	버뮤다 삼각주 (초기 일본판)	버뮤다 삼각주 (초기 일본판)	SNK 
bermudat	버뮤다 삼각주 (미국판)	버뮤다 삼각주 (미국판)	SNK 
berzerk	버저크 (세트 1)	버저크 (세트 1)	Stern 
berzerk1	버저크 (세트 2)	버저크 (세트 2)	Stern 
bigkarnk	빅 카낙	빅 카낙	Gaelco 
bigprowr	더 빅 프로레슬링!	더 빅 프로레슬링!	Technos 
bigrun	빅 런 (11th 랠리 버전)	빅 런 (11th 랠리 버전)	Jaleco 
bigstrik	빅 스트라이커	빅 스트라이커	Jaleco 
bigstrkb	빅 스트라이커 (해적판)	빅 스트라이커(해적판)	Jaleco 
bigtwin	빅 트윈	빅 트윈	Playmark 
bijokkog	미녀 학원 (일본판)	미녀 학원 (일본판)	Nichibutsu 
bijokkoy	미녀 꿈같은 이야기 (일본판)	미녀 꿈같은 이야기 (일본판)	Nichibutsu 
billiard	더 빌리어즈(당구) / 비디오 허슬러	더 빌리어즈(당구) / 비디오 허슬러	해적판 
bioatack	바이오 어택	바이오 어택	Taito Corporation (Fox Video Games 라이센스) 
biomtoy	바이오 메카니컬 토이 (비암호화)	바이오 메카니컬 토이 (비암호화)	Gaelco 
bionicc	바이오닉 코만도 (미국판, 세트 1)	바이오닉 코만도 (미국판, 세트 1)	Capcom 
bionicc2	바이오닉 코만도 (미국판, 세트 2)	바이오닉 코만도 (미국판, 세트 2)	Capcom 
bioship	바이오-쉽 팔라딘 / 우주전함 고모라	바이오-쉽 팔라딘 / 우주전함 고모라	UPL (American Sammy 라이센스) 
birdtry	버디 트라이 (일본판)	버디 트라이 (일본판)	Data East 
bjourney	블루의 모험 / 라구이	블루의 모험 / 라구이	ADK (Alpha Denshi Co.) 
bjtwin	봄잭 트윈	봄잭 트윈	NMK 
